transactionId,transactionDate,amount,gatewayStatus
TRX-017642,2026-08-24,1965.86,APPROVED
TRX-008156,2026-09-14,93.48,APPROVED
TRX-024184,2026-08-29,168.72,APPROVED
TRX-034836,2026-08-20,637.88,APPROVED
TRX-016238,2026-09-09,1624.54,APPROVED
TRX-017589,2026-09-11,1577.37,APPROVED
TRX-036472,2026-09-12,689.76,APPROVED
TRX-040631,2026-09-15,1320.23,APPROVED
TRX-003861,2026-08-24,451.13,APPROVED
TRX-044864,2026-09-12,513.12,DECLINED
TRX-026235,2026-09-06,1272.55,APPROVED
TRX-022372,2026-08-29,816.76,APPROVED
TRX-005511,2026-08-21,605.63,APPROVED
TRX-010395,2026-09-01,585.35,APPROVED
TRX-015724,2026-08-30,1836.92,APPROVED
TRX-036766,2026-08-22,854.78,APPROVED
TRX-016994,2026-09-13,1196.02,APPROVED
TRX-012981,2026-09-11,1630.73,APPROVED
TRX-013923,2026-09-07,575.59,APPROVED
TRX-042103,2026-09-17,169.99,APPROVED
TRX-002839,2026-08-22,919.87,APPROVED
TRX-002167,2026-09-04,1964.11,APPROVED
TRX-021984,2026-08-28,1952.72,APPROVED
TRX-006790,2026-09-04,30.70,APPROVED
TRX-010503,2026-08-25,1376.99,APPROVED
TRX-044553,2026-09-09,223.49,CHARGEBACK
TRX-011410,2026-09-17,65.30,APPROVED
TRX-017522,2026-08-23,1086.26,APPROVED
TRX-030415,2026-09-15,71.95,APPROVED
TRX-010903,2026-09-15,328.99,APPROVED
TRX-009967,2026-09-08,1428.11,APPROVED
TRX-020722,2026-09-16,662.26,APPROVED
TRX-028845,2026-08-25,503.85,APPROVED
TRX-016785,2026-08-24,1654.05,APPROVED
TRX-011375,2026-09-12,1798.75,APPROVED
TRX-039530,2026-08-31,1214.90,APPROVED
TRX-031430,2026-08-31,1541.90,APPROVED
TRX-014692,2026-09-03,242.36,APPROVED
TRX-022670,2026-09-09,1011.10,APPROVED
TRX-000551,2026-08-29,68.83,APPROVED
TRX-033927,2026-09-08,1934.91,APPROVED
TRX-031925,2026-08-23,1190.25,APPROVED
TRX-000618,2026-09-08,559.94,APPROVED
TRX-024987,2026-09-06,84.71,APPROVED
TRX-013036,2026-08-27,43.88,APPROVED
TRX-030979,2026-08-26,226.07,APPROVED
TRX-002202,2026-09-17,230.66,APPROVED
TRX-033181,2026-08-30,446.73,APPROVED
TRX-036164,2026-08-23,422.12,APPROVED
TRX-001676,2026-09-06,355.08,APPROVED
TRX-020001,2026-08-23,1347.33,APPROVED
TRX-019877,2026-08-22,438.41,APPROVED
TRX-028849,2026-08-29,533.17,APPROVED
TRX-032753,2026-08-22,1289.49,APPROVED
TRX-006273,2026-09-05,221.09,APPROVED
TRX-004363,2026-09-11,150.79,APPROVED
TRX-044241,2026-08-27,1916.53,DECLINED
TRX-030305,2026-09-03,1255.65,APPROVED
TRX-003938,2026-09-13,1015.54,APPROVED
TRX-031822,2026-09-10,435.26,APPROVED
TRX-000128,2026-08-22,948.24,APPROVED
TRX-010684,2026-09-04,713.72,APPROVED
TRX-005499,2026-08-26,517.67,APPROVED
TRX-015607,2026-08-27,979.31,APPROVED
TRX-010366,2026-09-03,372.78,APPROVED
TRX-026551,2026-08-21,1598.83,APPROVED
TRX-031859,2026-09-16,706.47,APPROVED
TRX-037266,2026-09-01,539.78,APPROVED
TRX-037021,2026-08-23,733.93,APPROVED
TRX-041945,2026-09-16,1001.85,APPROVED
TRX-036691,2026-09-03,305.03,APPROVED
TRX-035534,2026-09-09,1774.22,APPROVED
TRX-006860,2026-09-14,543.80,APPROVED
TRX-021054,2026-08-31,1105.82,APPROVED
TRX-034277,2026-09-08,520.41,APPROVED
TRX-035631,2026-08-31,495.23,APPROVED
TRX-018319,2026-09-03,958.27,APPROVED
TRX-027405,2026-09-11,1888.65,APPROVED
TRX-037885,2026-09-18,1097.05,APPROVED
TRX-010991,2026-08-25,974.03,APPROVED
TRX-023113,2026-09-02,278.29,APPROVED
TRX-039956,2026-08-23,357.48,APPROVED
TRX-026315,2026-09-16,1858.95,APPROVED
TRX-025857,2026-09-07,491.81,APPROVED
TRX-017117,2026-08-26,107.61,APPROVED
TRX-008062,2026-09-08,1394.46,APPROVED
TRX-037994,2026-08-26,1896.02,APPROVED
TRX-026511,2026-09-01,1305.63,APPROVED
TRX-036974,2026-08-29,389.42,APPROVED
TRX-036760,2026-09-14,810.80,APPROVED
TRX-001729,2026-09-01,743.57,APPROVED
TRX-029227,2026-08-20,1313.91,APPROVED
TRX-006562,2026-09-14,349.46,APPROVED
TRX-012916,2026-08-25,1154.28,APPROVED
TRX-028890,2026-09-07,833.70,APPROVED
TRX-031030,2026-08-20,599.90,APPROVED
TRX-035939,2026-08-20,762.87,APPROVED
TRX-043856,2026-08-29,1084.48,DECLINED
TRX-009367,2026-09-03,1010.11,APPROVED
TRX-024910,2026-09-14,1510.30,APPROVED
TRX-001012,2026-08-30,1457.96,APPROVED
TRX-010569,2026-09-03,1860.77,APPROVED
TRX-002999,2026-09-15,102.67,APPROVED
TRX-008532,2026-08-29,859.56,APPROVED
TRX-009644,2026-09-07,1050.52,APPROVED
TRX-005863,2026-09-15,1195.79,APPROVED
TRX-022521,2026-08-24,1908.93,APPROVED
TRX-013961,2026-09-05,854.13,APPROVED
TRX-019465,2026-09-03,1398.45,APPROVED
TRX-019474,2026-09-14,1464.42,APPROVED
TRX-016242,2026-09-18,1653.86,APPROVED
TRX-032996,2026-08-21,1080.68,APPROVED
TRX-013313,2026-09-17,84.29,APPROVED
TRX-016907,2026-09-10,558.31,APPROVED
TRX-044019,2026-09-17,289.27,REFUNDED
TRX-004501,2026-09-13,1162.33,APPROVED
TRX-015576,2026-09-16,752.08,APPROVED
TRX-004008,2026-08-30,1528.64,APPROVED
TRX-045387,2026-09-05,366.71,CANCELLED
TRX-006878,2026-08-23,675.74,APPROVED
TRX-014483,2026-08-29,700.39,APPROVED
TRX-029492,2026-09-18,1266.36,APPROVED
TRX-021943,2026-08-26,1652.19,APPROVED
TRX-023566,2026-09-13,1608.78,APPROVED
TRX-024997,2026-09-17,158.01,APPROVED
TRX-044878,2026-08-30,615.74,CHARGEBACK
TRX-024035,2026-08-24,1066.55,APPROVED
TRX-034063,2026-09-13,941.79,APPROVED
TRX-024322,2026-09-07,1180.26,APPROVED
TRX-025323,2026-09-13,557.59,APPROVED
TRX-028277,2026-09-17,320.41,APPROVED
TRX-026973,2026-09-06,712.09,APPROVED
TRX-042359,2026-09-18,56.47,APPROVED
TRX-005911,2026-09-02,1547.63,APPROVED
TRX-035403,2026-08-24,813.99,APPROVED
TRX-041089,2026-09-13,697.37,APPROVED
TRX-025354,2026-08-20,784.82,APPROVED
TRX-042951,2026-08-26,415.83,APPROVED
TRX-042809,2026-08-22,1364.97,APPROVED
TRX-011245,2026-09-01,845.85,APPROVED
TRX-008810,2026-08-25,907.30,APPROVED
TRX-041807,2026-08-29,1980.31,APPROVED
TRX-009345,2026-08-27,848.85,APPROVED
TRX-027700,2026-08-21,71.00,APPROVED
TRX-022740,2026-09-03,1524.20,APPROVED
TRX-043253,2026-08-26,644.49,DECLINED
TRX-023323,2026-09-02,1817.59,APPROVED
TRX-043745,2026-08-31,270.85,REFUNDED
TRX-024024,2026-09-15,985.92,APPROVED
TRX-044410,2026-08-30,1165.30,DECLINED
TRX-034589,2026-09-08,817.37,APPROVED
TRX-021988,2026-08-31,1982.04,APPROVED
TRX-003658,2026-08-31,953.14,APPROVED
TRX-025163,2026-08-23,1374.79,APPROVED
TRX-025145,2026-08-21,1242.85,APPROVED
TRX-027180,2026-09-18,239.40,APPROVED
TRX-023363,2026-09-12,120.79,APPROVED
TRX-000303,2026-08-24,240.99,APPROVED
TRX-009639,2026-09-05,1013.87,APPROVED
TRX-010574,2026-08-30,1897.42,APPROVED
TRX-045420,2026-08-23,608.60,CANCELLED
TRX-017626,2026-09-15,1848.58,APPROVED
TRX-012818,2026-09-02,435.94,APPROVED
TRX-007765,2026-08-24,1207.45,APPROVED
TRX-045908,2026-09-15,205.64,CANCELLED
TRX-017430,2026-09-01,411.90,APPROVED
TRX-035867,2026-09-10,235.11,APPROVED
TRX-006869,2026-09-15,609.77,APPROVED
TRX-012745,2026-08-31,1890.85,APPROVED
TRX-023693,2026-08-31,549.69,APPROVED
TRX-036673,2026-08-23,173.09,APPROVED
TRX-003495,2026-08-24,1748.35,APPROVED
TRX-038217,2026-09-17,1540.61,APPROVED
TRX-038491,2026-08-26,1559.03,APPROVED
TRX-041956,2026-09-16,1092.48,APPROVED
TRX-030472,2026-08-27,489.76,APPROVED
TRX-041345,2026-09-03,583.85,APPROVED
TRX-028609,2026-09-05,763.97,APPROVED
TRX-032784,2026-08-27,1516.72,APPROVED
TRX-007315,2026-08-31,1888.95,APPROVED
TRX-021185,2026-09-16,76.05,APPROVED
TRX-011022,2026-09-13,1201.26,APPROVED
TRX-030693,2026-08-20,119.69,APPROVED
TRX-020888,2026-09-01,1879.04,APPROVED
TRX-041350,2026-08-22,630.50,APPROVED
TRX-009713,2026-09-11,1556.29,APPROVED
TRX-001559,2026-09-07,1487.47,APPROVED
TRX-000362,2026-09-09,673.46,APPROVED
TRX-003614,2026-09-08,630.62,APPROVED
TRX-011268,2026-08-20,1014.44,APPROVED
TRX-034738,2026-08-24,1909.54,APPROVED
TRX-010781,2026-09-17,1424.73,APPROVED
TRX-017325,2026-08-21,1632.25,APPROVED
TRX-032159,2026-08-24,915.47,APPROVED
TRX-011725,2026-08-27,384.25,APPROVED
TRX-028257,2026-08-31,173.81,APPROVED
TRX-011367,2026-09-13,1740.11,APPROVED
TRX-021611,2026-09-13,1208.63,APPROVED
TRX-002866,2026-09-14,1117.78,APPROVED
TRX-008738,2026-08-27,379.54,APPROVED
TRX-044462,2026-09-13,1546.46,CHARGEBACK
TRX-021972,2026-09-02,1864.76,APPROVED
TRX-045891,2026-08-21,81.03,CANCELLED
TRX-012319,2026-09-09,758.27,APPROVED
TRX-033971,2026-09-03,267.43,APPROVED
TRX-016684,2026-09-04,913.72,APPROVED
TRX-035464,2026-09-01,1261.12,APPROVED
TRX-016077,2026-09-14,444.41,APPROVED
TRX-043770,2026-09-17,454.10,DECLINED
TRX-007241,2026-08-21,1346.53,APPROVED
TRX-044033,2026-08-23,391.89,CHARGEBACK
TRX-014050,2026-09-09,1506.50,APPROVED
TRX-036215,2026-09-06,795.95,APPROVED
TRX-028248,2026-09-10,107.84,APPROVED
TRX-013080,2026-09-07,366.40,APPROVED
TRX-035074,2026-09-12,392.42,APPROVED
TRX-045504,2026-09-02,1224.32,CANCELLED
TRX-027394,2026-09-08,1808.02,APPROVED
TRX-001102,2026-09-15,127.66,APPROVED
TRX-026432,2026-09-14,726.56,APPROVED
TRX-024387,2026-09-09,1656.71,APPROVED
TRX-045761,2026-09-08,1118.13,CANCELLED
TRX-001117,2026-09-07,237.61,APPROVED
TRX-037024,2026-08-25,755.92,APPROVED
TRX-018654,2026-09-13,1423.82,APPROVED
TRX-016489,2026-09-16,1474.37,APPROVED
TRX-044799,2026-09-10,36.67,DECLINED
TRX-039323,2026-09-15,1687.59,APPROVED
TRX-007120,2026-09-09,459.60,APPROVED
TRX-016902,2026-09-11,521.66,APPROVED
TRX-012428,2026-09-09,1557.24,APPROVED
TRX-018127,2026-08-29,1540.91,APPROVED
TRX-030448,2026-08-31,313.84,APPROVED
TRX-018489,2026-08-23,214.37,APPROVED
TRX-019232,2026-08-22,1680.56,APPROVED
TRX-020076,2026-09-12,1897.08,APPROVED
TRX-015339,2026-08-23,1004.87,APPROVED
TRX-025301,2026-08-21,396.33,APPROVED
TRX-035470,2026-09-16,1305.10,APPROVED
TRX-010527,2026-09-02,1552.91,APPROVED
TRX-002272,2026-08-21,743.76,APPROVED
TRX-003345,2026-09-10,648.85,APPROVED
TRX-000760,2026-09-08,1600.80,APPROVED
TRX-033473,2026-09-16,597.09,APPROVED
TRX-014650,2026-09-14,1924.50,APPROVED
TRX-006896,2026-09-03,807.68,APPROVED
TRX-006660,2026-09-10,1067.80,APPROVED
TRX-010990,2026-08-22,966.70,APPROVED
TRX-037618,2026-09-14,1129.94,APPROVED
TRX-000153,2026-09-05,1131.49,APPROVED
TRX-011536,2026-09-04,988.88,APPROVED
TRX-019909,2026-09-18,672.97,APPROVED
TRX-030449,2026-09-01,321.17,APPROVED
TRX-007092,2026-09-15,254.36,APPROVED
TRX-034571,2026-08-25,685.43,APPROVED
TRX-002614,2026-09-09,1260.62,APPROVED
TRX-005708,2026-08-27,59.64,APPROVED
TRX-017587,2026-08-30,1562.71,APPROVED
TRX-045269,2026-09-04,1491.77,CANCELLED
TRX-042790,2026-09-10,1235.70,APPROVED
TRX-034600,2026-08-22,898.00,APPROVED
TRX-006678,2026-08-27,1199.74,APPROVED
TRX-033642,2026-08-20,1835.86,APPROVED
TRX-037822,2026-09-18,635.26,APPROVED
TRX-045505,2026-09-07,1231.65,CANCELLED
TRX-040914,2026-09-03,1414.62,APPROVED
TRX-017314,2026-09-07,1551.62,APPROVED
TRX-027969,2026-09-06,52.77,APPROVED
TRX-015595,2026-09-04,891.35,APPROVED
TRX-018499,2026-08-31,287.67,APPROVED
TRX-015493,2026-08-29,143.69,APPROVED
TRX-006051,2026-09-08,583.83,APPROVED
TRX-012065,2026-09-15,886.45,APPROVED
TRX-014183,2026-09-02,491.39,APPROVED
TRX-039766,2026-09-16,954.78,APPROVED
TRX-021922,2026-09-01,1498.26,APPROVED
TRX-013083,2026-08-27,388.39,APPROVED
TRX-012943,2026-09-09,1352.19,APPROVED
TRX-037122,2026-09-05,1474.26,APPROVED
TRX-013722,2026-09-09,1092.26,APPROVED
TRX-042676,2026-08-30,400.08,APPROVED
TRX-030494,2026-09-03,651.02,APPROVED
TRX-006659,2026-08-26,1060.47,APPROVED
TRX-025139,2026-09-16,1198.87,APPROVED
TRX-032303,2026-08-24,1970.99,APPROVED
TRX-026196,2026-09-08,986.68,APPROVED
TRX-034035,2026-08-23,736.55,APPROVED
TRX-041947,2026-08-25,1016.51,APPROVED
TRX-032316,2026-08-29,76.28,APPROVED
TRX-016838,2026-09-16,52.54,APPROVED
TRX-022739,2026-09-10,1516.87,APPROVED
TRX-001052,2026-08-23,1751.16,APPROVED
TRX-025546,2026-09-03,202.18,APPROVED
TRX-016403,2026-09-18,843.99,APPROVED
TRX-020173,2026-08-25,618.09,APPROVED
TRX-038885,2026-08-22,467.05,APPROVED
TRX-035815,2026-08-24,1843.95,APPROVED
TRX-007687,2026-09-10,635.71,APPROVED
TRX-008248,2026-08-26,767.84,APPROVED
TRX-031351,2026-09-07,962.83,APPROVED
TRX-003028,2026-08-28,315.24,APPROVED
TRX-018810,2026-08-20,577.30,APPROVED
TRX-042930,2026-09-18,271.90,APPROVED
TRX-041979,2026-09-17,1251.07,APPROVED
TRX-031799,2026-09-17,266.67,APPROVED
TRX-006725,2026-08-31,1544.25,APPROVED
TRX-039774,2026-09-17,1013.42,APPROVED
TRX-021410,2026-09-02,1725.30,APPROVED
TRX-008756,2026-08-31,511.48,APPROVED
TRX-043565,2026-09-08,941.45,DECLINED
TRX-014242,2026-08-27,923.86,APPROVED
TRX-036090,2026-08-28,1869.70,APPROVED
TRX-003926,2026-08-24,927.58,APPROVED
TRX-036061,2026-09-15,1657.13,APPROVED
TRX-018509,2026-09-04,360.97,APPROVED
TRX-020186,2026-09-02,713.38,APPROVED
TRX-031098,2026-08-30,1098.34,APPROVED
TRX-020702,2026-09-07,515.66,APPROVED
TRX-032411,2026-08-27,772.63,APPROVED
TRX-041462,2026-09-08,1451.46,APPROVED
TRX-033156,2026-09-15,263.48,APPROVED
TRX-010134,2026-08-27,662.22,APPROVED
TRX-027285,2026-08-31,1009.05,APPROVED
TRX-016249,2026-08-27,1705.17,APPROVED
TRX-042429,2026-08-25,569.57,APPROVED
TRX-012673,2026-08-21,1363.09,APPROVED
TRX-013790,2026-09-07,1590.70,APPROVED
TRX-033831,2026-08-31,1231.23,APPROVED
TRX-003145,2026-09-10,1172.85,APPROVED
TRX-022613,2026-09-11,593.29,APPROVED
TRX-035551,2026-09-11,1898.83,APPROVED
TRX-033128,2026-09-06,58.24,APPROVED
TRX-012073,2026-08-29,945.09,APPROVED
TRX-016418,2026-09-05,953.94,APPROVED
TRX-010550,2026-08-30,1721.50,APPROVED
TRX-005199,2026-08-25,308.67,APPROVED
TRX-018845,2026-08-25,833.85,APPROVED
TRX-040192,2026-08-22,102.36,APPROVED
TRX-024860,2026-09-13,1143.80,APPROVED
TRX-035447,2026-09-11,1136.51,APPROVED
TRX-026801,2026-08-20,1441.33,APPROVED
TRX-039447,2026-09-14,606.51,APPROVED
TRX-013820,2026-09-04,1810.60,APPROVED
TRX-019584,2026-09-14,280.72,APPROVED
TRX-033187,2026-08-21,490.71,APPROVED
TRX-022220,2026-08-25,1692.60,APPROVED
TRX-014227,2026-08-25,813.91,APPROVED
TRX-012725,2026-09-10,1744.25,APPROVED
TRX-009065,2026-08-24,786.45,APPROVED
TRX-025253,2026-09-17,44.49,APPROVED
TRX-027712,2026-08-31,158.96,APPROVED
TRX-014573,2026-09-02,1360.09,APPROVED
TRX-034697,2026-09-13,1609.01,APPROVED
TRX-040525,2026-08-28,543.25,APPROVED
TRX-014463,2026-08-27,553.79,APPROVED
TRX-010306,2026-08-27,1922.98,APPROVED
TRX-022333,2026-08-27,530.89,APPROVED
TRX-003181,2026-09-03,1436.73,APPROVED
TRX-026042,2026-09-02,1847.86,APPROVED
TRX-030221,2026-09-10,639.93,APPROVED
TRX-000169,2026-09-12,1248.77,APPROVED
TRX-003402,2026-09-17,1066.66,APPROVED
TRX-008977,2026-08-20,141.41,APPROVED
TRX-026412,2026-09-04,579.96,APPROVED
TRX-035131,2026-09-13,810.23,APPROVED
TRX-007231,2026-08-29,1273.23,APPROVED
TRX-017091,2026-09-16,1907.03,APPROVED
TRX-037226,2026-09-15,246.58,APPROVED
TRX-035763,2026-08-27,1462.79,APPROVED
TRX-015120,2026-08-20,1389.60,APPROVED
TRX-028383,2026-08-21,1097.39,APPROVED
TRX-003401,2026-09-10,1059.33,APPROVED
TRX-035531,2026-08-24,1752.23,APPROVED
TRX-010731,2026-08-29,1058.23,APPROVED
TRX-024293,2026-09-14,967.69,APPROVED
TRX-009584,2026-09-17,610.72,APPROVED
TRX-016996,2026-08-20,1210.68,APPROVED
TRX-022505,2026-09-15,1791.65,APPROVED
TRX-013224,2026-08-25,1421.92,APPROVED
TRX-028409,2026-08-20,1287.97,APPROVED
TRX-031810,2026-09-13,347.30,APPROVED
TRX-010057,2026-09-13,97.81,APPROVED
TRX-019620,2026-09-16,544.60,APPROVED
TRX-044672,2026-09-04,1095.76,REFUNDED
TRX-008626,2026-08-23,1548.58,APPROVED
TRX-035331,2026-09-12,286.23,APPROVED
TRX-033903,2026-09-05,1758.99,APPROVED
TRX-016126,2026-09-06,803.58,APPROVED
TRX-033648,2026-08-22,1879.84,APPROVED
TRX-037802,2026-08-21,488.66,APPROVED
TRX-042595,2026-09-05,1786.35,APPROVED
TRX-023021,2026-09-11,1593.93,APPROVED
TRX-023672,2026-08-22,395.76,APPROVED
TRX-023498,2026-08-24,1110.34,APPROVED
TRX-041148,2026-09-02,1139.84,APPROVED
TRX-045157,2026-09-04,670.81,CANCELLED
TRX-003717,2026-08-31,1385.61,APPROVED
TRX-006652,2026-09-06,1009.16,APPROVED
TRX-003943,2026-09-08,1052.19,APPROVED
TRX-005387,2026-09-09,1686.71,APPROVED
TRX-007868,2026-08-21,1962.44,APPROVED
TRX-002016,2026-09-09,857.28,APPROVED
TRX-011853,2026-09-09,1322.49,APPROVED
TRX-015977,2026-09-06,1701.41,APPROVED
TRX-034618,2026-09-17,1029.94,APPROVED
TRX-007414,2026-09-14,624.62,APPROVED
TRX-005898,2026-09-02,1452.34,APPROVED
TRX-001235,2026-08-31,1102.55,APPROVED
TRX-008020,2026-08-20,1086.60,APPROVED
TRX-022519,2026-09-04,1894.27,APPROVED
TRX-028274,2026-08-25,298.42,APPROVED
TRX-016861,2026-09-10,221.13,APPROVED
TRX-023802,2026-09-09,1348.66,APPROVED
TRX-002586,2026-09-14,1055.38,APPROVED
TRX-024760,2026-08-30,410.80,APPROVED
TRX-037019,2026-09-04,719.27,APPROVED
TRX-013118,2026-09-13,644.94,APPROVED
TRX-036355,2026-09-13,1822.15,APPROVED
TRX-002331,2026-09-18,1176.23,APPROVED
TRX-025087,2026-09-03,817.71,APPROVED
TRX-044906,2026-08-21,820.98,REFUNDED
TRX-005193,2026-09-06,264.69,APPROVED
TRX-023122,2026-09-02,344.26,APPROVED
TRX-039796,2026-09-03,1174.68,APPROVED
TRX-018742,2026-09-09,78.86,APPROVED
TRX-031390,2026-08-26,1248.70,APPROVED
TRX-036693,2026-09-07,319.69,APPROVED
TRX-018464,2026-08-31,31.12,APPROVED
TRX-015517,2026-08-30,319.61,APPROVED
TRX-039691,2026-09-18,405.03,APPROVED
TRX-030974,2026-08-25,189.42,APPROVED
TRX-036699,2026-08-21,363.67,APPROVED
TRX-024852,2026-08-28,1085.16,APPROVED
TRX-011039,2026-08-26,1325.87,APPROVED
TRX-044479,2026-09-18,1671.07,REFUNDED
TRX-000859,2026-09-15,336.47,APPROVED
TRX-010367,2026-09-01,380.11,APPROVED
TRX-016995,2026-08-23,1203.35,APPROVED
TRX-026642,2026-09-04,275.86,APPROVED
TRX-043922,2026-09-05,1568.26,CHARGEBACK
TRX-019822,2026-08-30,35.26,APPROVED
TRX-039949,2026-08-22,306.17,APPROVED
TRX-045236,2026-09-02,1249.88,CANCELLED
TRX-023814,2026-08-21,1436.62,APPROVED
TRX-023550,2026-08-24,1491.50,APPROVED
TRX-006533,2026-08-29,136.89,APPROVED
TRX-008100,2026-09-05,1673.00,APPROVED
TRX-039649,2026-08-25,97.17,APPROVED
TRX-008609,2026-09-13,1423.97,APPROVED
TRX-039651,2026-08-22,111.83,APPROVED
TRX-037507,2026-09-17,316.31,APPROVED
TRX-044238,2026-08-23,1894.54,REFUNDED
TRX-044995,2026-09-06,1473.35,DECLINED
TRX-029333,2026-09-03,100.89,APPROVED
TRX-025631,2026-08-26,825.23,APPROVED
TRX-038967,2026-09-02,1068.11,APPROVED
TRX-009617,2026-09-08,852.61,APPROVED
TRX-030022,2026-08-30,1171.26,APPROVED
TRX-013410,2026-08-31,795.30,APPROVED
TRX-000296,2026-09-02,189.68,APPROVED
TRX-022781,2026-08-21,1824.73,APPROVED
TRX-040239,2026-08-24,436.87,APPROVED
TRX-032289,2026-08-30,1868.37,APPROVED
TRX-017281,2026-09-15,1309.73,APPROVED
TRX-002750,2026-09-06,267.50,APPROVED
TRX-018931,2026-09-18,1464.23,APPROVED
TRX-011386,2026-08-26,1879.38,APPROVED
TRX-017810,2026-09-18,1207.30,APPROVED
TRX-013147,2026-09-07,857.51,APPROVED
TRX-042907,2026-08-26,93.31,APPROVED
TRX-033876,2026-09-16,1561.08,APPROVED
TRX-019993,2026-09-11,1288.69,APPROVED
TRX-023499,2026-08-21,1117.67,APPROVED
TRX-045032,2026-08-23,1744.56,CANCELLED
TRX-000384,2026-09-06,834.72,APPROVED
TRX-028162,2026-08-31,1467.46,APPROVED
TRX-011503,2026-09-08,746.99,APPROVED
TRX-033428,2026-09-17,267.24,APPROVED
TRX-019456,2026-09-17,1332.48,APPROVED
TRX-025938,2026-09-07,1085.54,APPROVED
TRX-021912,2026-09-02,1424.96,APPROVED
TRX-032983,2026-08-21,985.39,APPROVED
TRX-015502,2026-09-13,209.66,APPROVED
TRX-041996,2026-08-24,1385.68,APPROVED
TRX-039740,2026-09-06,764.20,APPROVED
TRX-041547,2026-09-10,74.51,APPROVED
TRX-006226,2026-08-20,1866.58,APPROVED
TRX-017150,2026-08-23,349.50,APPROVED
TRX-005897,2026-09-14,1445.01,APPROVED
TRX-037607,2026-09-12,1049.31,APPROVED
TRX-009246,2026-09-06,123.18,APPROVED
TRX-026149,2026-09-17,642.17,APPROVED
TRX-037518,2026-09-02,396.94,APPROVED
TRX-015975,2026-08-20,1686.75,APPROVED
TRX-002102,2026-08-30,1487.66,APPROVED
TRX-030363,2026-09-08,1680.79,APPROVED
TRX-040066,2026-08-21,1168.78,APPROVED
TRX-014372,2026-08-20,1876.76,APPROVED
TRX-035284,2026-09-08,1931.72,APPROVED
TRX-014746,2026-08-22,638.18,APPROVED
TRX-001847,2026-09-04,1608.51,APPROVED
TRX-013653,2026-09-02,586.49,APPROVED
TRX-029983,2026-08-31,885.39,APPROVED
TRX-010531,2026-08-22,1582.23,APPROVED
TRX-030101,2026-09-02,1750.33,APPROVED
TRX-036742,2026-08-26,678.86,APPROVED
TRX-037040,2026-09-06,873.20,APPROVED
TRX-027755,2026-09-03,474.15,APPROVED
TRX-025566,2026-08-27,348.78,APPROVED
TRX-021122,2026-08-25,1604.26,APPROVED
TRX-045367,2026-08-28,220.11,CANCELLED
TRX-032282,2026-09-09,1817.06,APPROVED
TRX-003710,2026-08-19,1334.30,APPROVED
TRX-045116,2026-08-23,370.28,CANCELLED
TRX-038709,2026-09-07,1166.97,APPROVED
TRX-016413,2026-08-21,917.29,APPROVED
TRX-033880,2026-09-06,1590.40,APPROVED
TRX-004643,2026-09-18,213.19,APPROVED
TRX-043690,2026-09-16,1857.70,DECLINED
TRX-010523,2026-09-03,1523.59,APPROVED
TRX-009357,2026-08-28,936.81,APPROVED
TRX-005290,2026-09-03,975.70,APPROVED
TRX-024103,2026-09-16,1564.99,APPROVED
TRX-044662,2026-09-11,1022.46,REFUNDED
TRX-039401,2026-09-09,269.33,APPROVED
TRX-014472,2026-09-11,619.76,APPROVED
TRX-029655,2026-08-26,471.15,APPROVED
TRX-038577,2026-09-06,199.41,APPROVED
TRX-028267,2026-08-27,247.11,APPROVED
TRX-015850,2026-09-06,770.50,APPROVED
TRX-012379,2026-08-25,1198.07,APPROVED
TRX-009044,2026-09-14,632.52,APPROVED
TRX-020476,2026-09-05,849.08,APPROVED
TRX-019388,2026-09-07,834.04,APPROVED
TRX-015055,2026-08-26,913.15,APPROVED
TRX-003077,2026-09-04,674.41,APPROVED
TRX-014909,2026-08-31,1832.97,APPROVED
TRX-008425,2026-09-09,75.25,APPROVED
TRX-005520,2026-09-17,671.60,APPROVED
TRX-003538,2026-09-12,73.54,APPROVED
TRX-010175,2026-08-24,962.75,APPROVED
TRX-015967,2026-08-25,1628.11,APPROVED
TRX-031031,2026-09-02,607.23,APPROVED
TRX-023508,2026-09-15,1183.64,APPROVED
TRX-025377,2026-09-07,953.41,APPROVED
TRX-017774,2026-08-20,943.42,APPROVED
TRX-041304,2026-09-12,293.32,APPROVED
TRX-016932,2026-09-10,741.56,APPROVED
TRX-010763,2026-08-19,1292.79,APPROVED
TRX-007063,2026-09-01,41.79,APPROVED
TRX-002820,2026-09-05,780.60,APPROVED
TRX-023728,2026-09-08,806.24,APPROVED
TRX-015760,2026-09-14,110.80,APPROVED
TRX-014097,2026-09-11,1851.01,APPROVED
TRX-011207,2026-09-06,567.31,APPROVED
TRX-025828,2026-08-31,279.24,APPROVED
TRX-017516,2026-09-13,1042.28,APPROVED
TRX-039907,2026-08-22,1988.31,APPROVED
TRX-012930,2026-08-27,1256.90,APPROVED
TRX-034785,2026-08-29,264.05,APPROVED
TRX-003217,2026-08-30,1700.61,APPROVED
TRX-022879,2026-09-02,553.07,APPROVED
TRX-013108,2026-09-18,571.64,APPROVED
TRX-008175,2026-08-28,232.75,APPROVED
TRX-030188,2026-08-27,398.04,APPROVED
TRX-003106,2026-09-06,886.98,APPROVED
TRX-040552,2026-09-09,751.16,APPROVED
TRX-014089,2026-09-12,1792.37,APPROVED
TRX-027995,2026-08-21,243.35,APPROVED
TRX-015477,2026-08-25,26.41,APPROVED
