idTransactional,dataTransactional,value,statusGateway
TRX-014445,2026-08-27,534.36,APPROVED
TRX-017398,2026-09-04,908.74,APPROVED
TRX-040469,2026-08-23,1150.24,APPROVED
TRX-044792,2026-08-14,1427.94,DECLINED
TRX-026176,2026-08-31,1656.36,APPROVED
TRX-042371,2026-08-14,1029.74,APPROVED
TRX-024154,2026-09-02,804.23,APPROVED
TRX-021495,2026-08-22,801.47,APPROVED
TRX-030491,2026-08-12,1383.22,APPROVED
TRX-016002,2026-08-21,215.76,APPROVED
TRX-021791,2026-08-14,597.04,APPROVED
TRX-018137,2026-08-11,1277.93,APPROVED
TRX-037984,2026-08-26,584.66,APPROVED
TRX-041616,2026-08-27,1034.46,APPROVED
TRX-011452,2026-08-21,1630.50,APPROVED
TRX-017053,2026-08-27,476.87,APPROVED
TRX-025697,2026-08-09,1440.06,APPROVED
TRX-035402,2026-08-10,1031.00,APPROVED
TRX-033737,2026-09-01,1263.59,APPROVED
TRX-020800,2026-08-26,828.21,APPROVED
TRX-044957,2026-08-15,968.62,REFUNDED
TRX-003346,2026-08-29,1054.11,APPROVED
TRX-034373,2026-08-28,328.39,APPROVED
TRX-010742,2026-09-03,1383.19,APPROVED
TRX-041082,2026-08-30,1112.08,APPROVED
TRX-011549,2026-08-08,1343.46,APPROVED
TRX-038203,2026-08-12,1920.07,APPROVED
TRX-014799,2026-08-12,307.74,APPROVED
TRX-041921,2026-08-30,1276.00,APPROVED
TRX-031541,2026-08-13,1774.16,APPROVED
TRX-011142,2026-08-11,136.42,APPROVED
TRX-038937,2026-08-08,1627.96,APPROVED
TRX-039288,2026-08-31,1141.50,APPROVED
TRX-039568,2026-08-28,1048.97,APPROVED
TRX-008579,2026-08-24,929.27,APPROVED
TRX-026128,2026-08-10,1659.64,APPROVED
TRX-043186,2026-08-09,200.29,REFUNDED
TRX-000777,2026-09-01,251.51,APPROVED
TRX-028727,2026-08-27,916.56,APPROVED
TRX-001693,2026-08-30,1328.34,APPROVED
TRX-003336,2026-08-22,1665.79,APPROVED
TRX-004190,2026-08-13,620.03,APPROVED
TRX-007628,2026-09-04,1874.76,APPROVED
TRX-034868,2026-08-26,266.97,APPROVED
TRX-026405,2026-08-10,1855.71,APPROVED
TRX-003055,2026-09-01,1915.92,APPROVED
TRX-034413,2026-08-26,1824.37,APPROVED
TRX-015952,2026-09-01,1933.66,APPROVED
TRX-014027,2026-08-29,117.74,APPROVED
TRX-034325,2026-08-25,991.99,APPROVED
TRX-007121,2026-08-15,1791.70,APPROVED
TRX-033513,2026-09-03,1308.76,APPROVED
TRX-012492,2026-08-11,59.79,APPROVED
TRX-031220,2026-09-05,1091.11,APPROVED
TRX-020046,2026-08-08,1376.25,APPROVED
TRX-024348,2026-08-12,429.58,APPROVED
TRX-026721,2026-09-02,271.53,APPROVED
TRX-015019,2026-08-16,420.50,APPROVED
TRX-002291,2026-08-25,1530.73,APPROVED
TRX-011176,2026-08-25,64.34,APPROVED
TRX-004127,2026-08-18,557.68,APPROVED
TRX-036216,2026-08-08,612.17,APPROVED
TRX-019126,2026-08-08,1809.33,APPROVED
TRX-040279,2026-08-24,540.95,APPROVED
TRX-028903,2026-09-05,1384.41,APPROVED
TRX-005321,2026-08-25,87.73,APPROVED
TRX-041546,2026-08-17,1345.41,APPROVED
TRX-036344,2026-08-25,1896.49,APPROVED
TRX-026981,2026-08-28,988.29,APPROVED
TRX-045357,2026-08-21,534.21,CANCELLED
TRX-029672,2026-08-21,1866.83,APPROVED
TRX-007502,2026-08-19,463.94,APPROVED
TRX-042713,2026-08-17,364.03,APPROVED
TRX-016039,2026-09-05,661.54,APPROVED
TRX-023703,2026-09-05,911.90,APPROVED
TRX-040240,2026-08-21,1040.72,APPROVED
TRX-020086,2026-09-04,1133.62,APPROVED
TRX-040992,2026-08-09,1001.16,APPROVED
TRX-039372,2026-08-25,1161.96,APPROVED
TRX-034746,2026-09-02,1409.50,APPROVED
TRX-045736,2026-09-02,901.82,CANCELLED
TRX-025544,2026-08-16,1927.29,APPROVED
TRX-028114,2026-08-21,1827.87,APPROVED
TRX-026970,2026-08-15,566.85,APPROVED
TRX-013213,2026-09-03,971.94,APPROVED
TRX-042132,2026-08-29,429.67,APPROVED
TRX-012955,2026-08-10,567.53,APPROVED
TRX-019331,2026-08-28,963.89,APPROVED
TRX-006334,2026-08-14,677.91,APPROVED
TRX-045643,2026-08-12,259.18,CANCELLED
TRX-036264,2026-08-19,528.16,APPROVED
TRX-022892,2026-09-06,1665.30,APPROVED
TRX-029462,2026-08-09,1512.58,APPROVED
TRX-002251,2026-09-06,379.21,APPROVED
TRX-035825,2026-08-15,91.63,APPROVED
TRX-043544,2026-08-28,76.98,REFUNDED
TRX-043931,2026-08-10,785.84,DECLINED
TRX-013977,2026-08-18,1957.06,APPROVED
TRX-042086,2026-08-19,341.26,APPROVED
TRX-031422,2026-08-11,668.79,APPROVED
TRX-013243,2026-08-25,1848.77,APPROVED
TRX-038283,2026-08-31,769.72,APPROVED
TRX-035919,2026-09-06,261.20,APPROVED
TRX-018242,2026-08-14,268.86,APPROVED
TRX-009082,2026-08-20,711.52,APPROVED
TRX-000977,2026-08-21,1326.97,APPROVED
TRX-025415,2026-08-19,1397.72,APPROVED
TRX-030947,2026-08-11,985.73,APPROVED
TRX-020233,2026-08-31,155.90,APPROVED
TRX-001727,2026-09-02,1885.51,APPROVED
TRX-042178,2026-08-20,1029.27,APPROVED
TRX-041620,2026-08-22,101.78,APPROVED
TRX-028680,2026-08-11,429.90,APPROVED
TRX-025180,2026-08-28,1899.57,APPROVED
TRX-012273,2026-08-11,1556.62,APPROVED
TRX-005505,2026-09-01,284.78,APPROVED
TRX-011291,2026-08-27,223.80,APPROVED
TRX-007877,2026-08-31,945.49,APPROVED
TRX-044354,2026-08-20,82.06,CHARGEBACK
TRX-010156,2026-08-20,348.61,APPROVED
TRX-006231,2026-08-31,216.55,APPROVED
TRX-033730,2026-08-31,891.25,APPROVED
TRX-029516,2026-08-23,152.73,APPROVED
TRX-015182,2026-08-27,682.72,APPROVED
TRX-019699,2026-08-25,850.49,APPROVED
TRX-034231,2026-08-29,710.01,APPROVED
TRX-000138,2026-09-03,277.24,APPROVED
TRX-018005,2026-08-24,1958.72,APPROVED
TRX-011133,2026-08-31,489.99,APPROVED
TRX-040163,2026-09-02,1242.90,APPROVED
TRX-020193,2026-08-22,672.21,APPROVED
TRX-026463,2026-09-03,1493.93,APPROVED
TRX-003808,2026-09-03,384.79,APPROVED
TRX-001813,2026-09-02,60.29,APPROVED
TRX-016743,2026-08-08,1460.89,APPROVED
TRX-038233,2026-08-30,282.38,APPROVED
TRX-022350,2026-08-14,1319.74,APPROVED
TRX-029132,2026-09-01,1641.27,APPROVED
TRX-020566,2026-08-23,408.19,APPROVED
TRX-043612,2026-08-19,1358.89,DECLINED
TRX-022545,2026-08-12,270.17,APPROVED
TRX-032921,2026-09-04,1259.57,APPROVED
TRX-036119,2026-09-02,1393.51,APPROVED
TRX-040482,2026-09-05,551.39,APPROVED
TRX-006683,2026-08-14,129.39,APPROVED
TRX-013895,2026-08-22,1029.08,APPROVED
TRX-003802,2026-09-02,1845.07,APPROVED
TRX-035852,2026-08-11,1431.91,APPROVED
TRX-021944,2026-08-10,973.48,APPROVED
TRX-003917,2026-08-09,1200.17,APPROVED
TRX-001283,2026-09-03,958.85,APPROVED
TRX-026443,2026-08-18,414.69,APPROVED
TRX-045693,2026-08-23,322.33,CANCELLED
TRX-024060,2026-09-02,1403.01,APPROVED
TRX-016629,2026-08-11,1271.48,APPROVED
TRX-024549,2026-08-12,870.69,APPROVED
TRX-010255,2026-09-01,1379.55,APPROVED
TRX-015710,2026-09-05,546.41,APPROVED
TRX-026738,2026-08-13,1399.00,APPROVED
TRX-001646,2026-08-09,1171.31,APPROVED
TRX-015437,2026-08-23,530.99,APPROVED
TRX-036478,2026-08-20,1124.00,APPROVED
TRX-035716,2026-08-08,1489.45,APPROVED
TRX-043597,2026-08-16,916.36,DECLINED
TRX-037223,2026-08-15,1703.82,APPROVED
TRX-035433,2026-08-22,358.66,APPROVED
TRX-012728,2026-08-31,498.48,APPROVED
TRX-011043,2026-08-14,1923.85,APPROVED
TRX-015781,2026-08-30,743.11,APPROVED
TRX-041695,2026-08-24,1489.65,APPROVED
TRX-010754,2026-08-09,444.50,APPROVED
TRX-018468,2026-08-09,805.46,APPROVED
TRX-026875,2026-08-13,1131.74,APPROVED
TRX-029577,2026-08-16,439.92,APPROVED
TRX-019302,2026-09-01,606.31,APPROVED
TRX-032507,2026-08-23,216.40,APPROVED
TRX-011108,2026-08-27,796.95,APPROVED
TRX-033526,2026-08-19,1035.56,APPROVED
TRX-021494,2026-09-05,1933.14,APPROVED
TRX-023728,2026-08-19,1357.24,APPROVED
TRX-022796,2026-08-14,1983.71,APPROVED
TRX-029398,2026-08-15,931.68,APPROVED
TRX-007368,2026-08-10,1918.84,APPROVED
TRX-013094,2026-08-09,682.33,APPROVED
TRX-039546,2026-08-28,724.17,APPROVED
TRX-013464,2026-08-08,1874.31,APPROVED
TRX-000841,2026-08-15,1013.47,APPROVED
TRX-017492,2026-09-06,1539.45,APPROVED
TRX-003974,2026-08-30,1365.32,APPROVED
TRX-039102,2026-09-03,1646.56,APPROVED
TRX-043238,2026-08-30,804.21,CHARGEBACK
TRX-028187,2026-08-27,46.87,APPROVED
TRX-039390,2026-08-11,133.92,APPROVED
TRX-030575,2026-08-13,1601.71,APPROVED
TRX-032495,2026-08-12,1743.68,APPROVED
TRX-045189,2026-09-04,891.75,CANCELLED
TRX-033478,2026-08-21,734.75,APPROVED
TRX-043282,2026-09-05,791.89,CHARGEBACK
TRX-012926,2026-08-18,1947.05,APPROVED
TRX-012178,2026-08-17,288.18,APPROVED
TRX-026365,2026-08-30,1655.51,APPROVED
TRX-028492,2026-08-11,1228.62,APPROVED
TRX-040517,2026-08-10,174.83,APPROVED
TRX-008533,2026-08-23,1437.09,APPROVED
TRX-041203,2026-08-20,901.39,APPROVED
TRX-038314,2026-08-14,1989.03,APPROVED
TRX-010712,2026-08-21,1288.35,APPROVED
TRX-040795,2026-08-21,794.08,APPROVED
TRX-001608,2026-08-09,617.86,APPROVED
TRX-014288,2026-08-18,911.30,APPROVED
TRX-037251,2026-08-15,665.25,APPROVED
TRX-008908,2026-08-25,1334.11,APPROVED
TRX-009828,2026-08-08,1078.31,APPROVED
TRX-008545,2026-08-13,1269.44,APPROVED
TRX-044226,2026-08-14,502.87,REFUNDED
TRX-025107,2026-09-02,676.46,APPROVED
TRX-018630,2026-08-14,1680.17,APPROVED
TRX-016844,2026-09-06,368.96,APPROVED
TRX-000587,2026-08-28,518.48,APPROVED
TRX-012996,2026-08-25,520.84,APPROVED
TRX-002654,2026-08-17,968.25,APPROVED
TRX-013417,2026-08-27,1977.40,APPROVED
TRX-040964,2026-08-18,278.59,APPROVED
TRX-005818,2026-08-25,458.21,APPROVED
TRX-039489,2026-08-13,1021.50,APPROVED
TRX-026386,2026-08-31,90.22,APPROVED
TRX-045868,2026-09-01,448.27,CANCELLED
TRX-005424,2026-08-16,190.22,APPROVED
TRX-015330,2026-08-13,55.62,APPROVED
TRX-019559,2026-08-13,111.37,APPROVED
TRX-018319,2026-09-03,108.76,APPROVED
TRX-034157,2026-08-17,1885.51,APPROVED
TRX-010760,2026-09-05,1121.44,APPROVED
TRX-011358,2026-08-31,1840.96,APPROVED
TRX-006250,2026-08-16,925.26,APPROVED
TRX-028895,2026-08-09,1830.02,APPROVED
TRX-010338,2026-08-16,189.97,APPROVED
TRX-022222,2026-09-06,391.54,APPROVED
TRX-014382,2026-08-17,1460.28,APPROVED
TRX-044456,2026-08-25,262.82,DECLINED
TRX-004691,2026-08-25,1766.89,APPROVED
TRX-019771,2026-08-29,873.54,APPROVED
TRX-009315,2026-08-10,469.54,APPROVED
TRX-034205,2026-09-02,1786.41,APPROVED
TRX-045383,2026-09-04,686.14,CANCELLED
TRX-031761,2026-08-30,33.56,APPROVED
TRX-009126,2026-08-28,311.75,APPROVED
TRX-038265,2026-08-08,1427.58,APPROVED
TRX-005420,2026-08-27,554.79,APPROVED
TRX-032622,2026-08-14,1453.21,APPROVED
TRX-040488,2026-08-25,1469.89,APPROVED
TRX-016043,2026-09-04,1848.44,APPROVED
TRX-013552,2026-08-30,1885.71,APPROVED
TRX-006746,2026-08-21,548.77,APPROVED
TRX-004646,2026-08-26,166.76,APPROVED
TRX-034688,2026-08-25,1984.28,APPROVED
TRX-030189,2026-08-25,1289.81,APPROVED
TRX-028877,2026-08-23,272.72,APPROVED
TRX-015129,2026-08-11,263.85,APPROVED
TRX-043573,2026-08-25,536.46,DECLINED
TRX-012215,2026-09-06,1042.00,APPROVED
TRX-014554,2026-08-13,1166.05,APPROVED
TRX-039428,2026-08-24,208.70,APPROVED
TRX-017171,2026-09-05,880.94,APPROVED
TRX-006252,2026-08-12,810.44,APPROVED
TRX-022111,2026-08-11,1163.30,APPROVED
TRX-011111,2026-08-26,228.99,APPROVED
TRX-043005,2026-08-12,158.65,CHARGEBACK
TRX-022741,2026-08-24,1209.98,APPROVED
TRX-023068,2026-08-31,347.72,APPROVED
TRX-005612,2026-09-01,1848.58,APPROVED
TRX-028390,2026-08-25,714.20,APPROVED
TRX-045254,2026-08-28,356.21,CANCELLED
TRX-005969,2026-08-15,258.48,APPROVED
TRX-019026,2026-08-14,1410.71,APPROVED
TRX-033799,2026-08-25,190.05,APPROVED
TRX-018810,2026-09-05,219.75,APPROVED
TRX-037858,2026-09-04,155.91,APPROVED
TRX-042101,2026-08-15,402.59,APPROVED
TRX-043336,2026-08-18,721.81,DECLINED
TRX-037990,2026-08-24,302.31,APPROVED
TRX-018804,2026-08-08,422.06,APPROVED
TRX-038774,2026-09-01,1432.59,APPROVED
TRX-021740,2026-09-06,1758.67,APPROVED
TRX-025331,2026-08-09,31.26,APPROVED
TRX-045956,2026-08-15,255.12,CANCELLED
TRX-007524,2026-08-10,680.34,APPROVED
TRX-031063,2026-08-21,204.50,APPROVED
TRX-013205,2026-09-02,1955.87,APPROVED
TRX-019850,2026-09-01,590.22,APPROVED
TRX-029845,2026-09-01,496.98,APPROVED
TRX-025077,2026-08-16,1319.61,APPROVED
TRX-004767,2026-08-15,1718.33,APPROVED
TRX-001159,2026-08-19,1078.44,APPROVED
TRX-001829,2026-08-19,510.17,APPROVED
TRX-016222,2026-09-02,1460.39,APPROVED
TRX-038352,2026-08-12,941.08,APPROVED
TRX-035312,2026-08-09,938.36,APPROVED
TRX-000929,2026-09-01,1516.99,APPROVED
TRX-017804,2026-08-25,1382.98,APPROVED
TRX-036058,2026-08-28,1446.84,APPROVED
TRX-020174,2026-08-17,274.63,APPROVED
TRX-045951,2026-08-14,507.06,CANCELLED
TRX-019013,2026-08-18,156.57,APPROVED
TRX-016659,2026-08-21,201.42,APPROVED
TRX-031156,2026-08-09,1275.44,APPROVED
TRX-041401,2026-09-03,1053.20,APPROVED
TRX-037398,2026-08-10,195.89,APPROVED
TRX-030515,2026-08-15,1728.63,APPROVED
TRX-045521,2026-09-04,399.84,CANCELLED
TRX-030275,2026-08-20,1305.14,APPROVED
TRX-008238,2026-08-25,178.88,APPROVED
TRX-039806,2026-09-02,1299.03,APPROVED
TRX-000067,2026-08-09,1757.24,APPROVED
TRX-026418,2026-08-24,935.60,APPROVED
TRX-012683,2026-08-21,448.91,APPROVED
TRX-003379,2026-08-31,1719.43,APPROVED
TRX-028615,2026-08-11,1076.49,APPROVED
TRX-019737,2026-08-11,259.18,APPROVED
TRX-033985,2026-08-20,1586.92,APPROVED
TRX-029432,2026-08-08,1213.94,APPROVED
TRX-003572,2026-08-20,1506.75,APPROVED
TRX-033792,2026-09-02,190.89,APPROVED
TRX-014837,2026-09-05,1102.71,APPROVED
TRX-011881,2026-08-10,441.32,APPROVED
TRX-015137,2026-08-09,631.27,APPROVED
TRX-032673,2026-08-27,703.85,APPROVED
TRX-022135,2026-08-18,15.13,APPROVED
TRX-028701,2026-08-16,1597.68,APPROVED
TRX-037732,2026-08-24,282.64,APPROVED
TRX-031844,2026-08-16,107.85,APPROVED
TRX-045355,2026-08-20,745.84,CANCELLED
TRX-032745,2026-08-27,512.60,APPROVED
TRX-014572,2026-08-20,1624.49,APPROVED
TRX-009684,2026-09-05,443.43,APPROVED
TRX-029218,2026-08-19,1384.54,APPROVED
TRX-019781,2026-08-12,1312.50,APPROVED
TRX-001625,2026-08-17,1324.46,APPROVED
TRX-009546,2026-08-15,1553.56,APPROVED
TRX-009491,2026-08-27,866.10,APPROVED
TRX-013848,2026-08-11,625.90,APPROVED
TRX-042709,2026-08-31,1108.97,APPROVED
TRX-033904,2026-08-20,1010.26,APPROVED
TRX-041073,2026-08-08,280.41,APPROVED
TRX-014488,2026-08-28,1703.33,APPROVED
TRX-043224,2026-09-03,231.06,DECLINED
TRX-003615,2026-08-18,1665.85,APPROVED
TRX-027449,2026-08-23,952.75,APPROVED
TRX-013558,2026-09-02,43.67,APPROVED
TRX-012016,2026-08-24,377.45,APPROVED
TRX-015416,2026-08-20,1650.86,APPROVED
TRX-004105,2026-08-16,1701.12,APPROVED
TRX-022469,2026-09-03,1674.65,APPROVED
TRX-012414,2026-08-16,162.38,APPROVED
TRX-014483,2026-08-21,1390.04,APPROVED
TRX-036312,2026-08-29,499.88,APPROVED
TRX-005638,2026-09-02,1841.11,APPROVED
TRX-040978,2026-08-30,439.72,APPROVED
TRX-025210,2026-08-28,1253.73,APPROVED
TRX-019668,2026-08-25,145.36,APPROVED
TRX-033114,2026-08-20,638.05,APPROVED
TRX-044780,2026-09-05,839.40,DECLINED
TRX-003316,2026-08-24,1322.48,APPROVED
TRX-035191,2026-09-04,576.55,APPROVED
TRX-040493,2026-08-18,778.81,APPROVED
TRX-045045,2026-09-05,413.89,CANCELLED
TRX-014778,2026-08-24,993.48,APPROVED
TRX-003360,2026-08-11,175.75,APPROVED
TRX-032768,2026-08-17,77.75,APPROVED
TRX-031795,2026-08-11,897.60,APPROVED
TRX-012034,2026-08-12,381.09,APPROVED
TRX-007757,2026-08-14,95.32,APPROVED
TRX-004534,2026-08-17,753.63,APPROVED
TRX-025890,2026-08-16,1544.35,APPROVED
TRX-033511,2026-08-10,1456.84,APPROVED
TRX-009752,2026-09-06,698.44,APPROVED
TRX-009762,2026-08-16,263.03,APPROVED
TRX-033229,2026-08-28,1816.45,APPROVED
TRX-026303,2026-08-11,1506.00,APPROVED
TRX-038913,2026-09-06,1956.55,APPROVED
TRX-007752,2026-08-09,266.50,APPROVED
TRX-004466,2026-08-13,31.63,APPROVED
TRX-039450,2026-08-12,243.14,APPROVED
TRX-037769,2026-08-22,151.66,APPROVED
TRX-018264,2026-09-02,110.33,APPROVED
TRX-041055,2026-09-06,1096.02,APPROVED
TRX-022842,2026-08-15,1326.35,APPROVED
TRX-044797,2026-08-17,1208.80,REFUNDED
TRX-004400,2026-09-02,1674.60,APPROVED
TRX-010797,2026-08-20,452.64,APPROVED
TRX-002516,2026-08-19,1451.55,APPROVED
TRX-031910,2026-08-16,131.36,APPROVED
TRX-036867,2026-09-06,1434.05,APPROVED
TRX-003600,2026-08-19,869.61,APPROVED
TRX-021910,2026-08-30,248.41,APPROVED
TRX-034901,2026-08-12,1770.02,APPROVED
TRX-031468,2026-09-01,202.89,APPROVED
TRX-034549,2026-08-10,1629.47,APPROVED
TRX-003640,2026-08-08,1359.18,APPROVED
TRX-029886,2026-09-06,69.08,APPROVED
TRX-010288,2026-08-28,1038.88,APPROVED
TRX-039908,2026-08-28,195.76,APPROVED
TRX-022341,2026-09-06,431.26,APPROVED
TRX-011259,2026-08-26,953.23,APPROVED
TRX-002077,2026-08-13,29.35,APPROVED
TRX-039897,2026-08-25,1202.10,APPROVED
TRX-011516,2026-08-31,75.70,APPROVED
TRX-029300,2026-08-19,662.61,APPROVED
TRX-032991,2026-08-15,1547.07,APPROVED
TRX-023493,2026-08-08,990.58,APPROVED
TRX-012599,2026-08-19,214.56,APPROVED
TRX-031894,2026-08-29,1255.37,APPROVED
TRX-021818,2026-08-21,503.10,APPROVED
TRX-032794,2026-08-24,100.95,APPROVED
TRX-023417,2026-09-03,1032.13,APPROVED
TRX-044979,2026-08-27,960.97,DECLINED
TRX-016778,2026-08-13,1338.55,APPROVED
TRX-018236,2026-08-31,1821.07,APPROVED
TRX-023665,2026-08-13,846.54,APPROVED
TRX-003306,2026-08-20,1175.50,APPROVED
TRX-032502,2026-08-09,1886.27,APPROVED
TRX-006025,2026-09-04,1659.08,APPROVED
TRX-011207,2026-08-25,719.65,APPROVED
TRX-001814,2026-09-01,1343.81,APPROVED
TRX-040503,2026-08-09,772.60,APPROVED
TRX-025156,2026-08-25,898.72,APPROVED
TRX-012056,2026-08-13,294.25,APPROVED
TRX-025254,2026-08-30,1220.75,APPROVED
TRX-024795,2026-09-01,1678.78,APPROVED
TRX-036726,2026-09-03,684.75,APPROVED
TRX-013309,2026-08-30,360.31,APPROVED
TRX-028830,2026-08-14,491.08,APPROVED
TRX-016751,2026-09-02,1490.47,APPROVED
TRX-002332,2026-09-05,1147.17,APPROVED
TRX-037928,2026-08-19,299.48,APPROVED
TRX-032056,2026-08-27,1119.49,APPROVED
TRX-020504,2026-08-08,159.74,APPROVED
TRX-033702,2026-08-16,561.84,APPROVED
TRX-004837,2026-08-24,1799.45,APPROVED
TRX-010166,2026-08-28,1945.59,APPROVED
TRX-003452,2026-08-25,1509.48,APPROVED
TRX-037184,2026-08-15,387.43,APPROVED
TRX-007785,2026-08-12,294.99,APPROVED
TRX-024368,2026-08-25,1405.40,APPROVED
TRX-021871,2026-08-29,1281.61,APPROVED
TRX-006408,2026-08-29,790.54,APPROVED
TRX-007672,2026-08-16,786.41,APPROVED
TRX-037340,2026-09-06,1900.53,APPROVED
TRX-022302,2026-08-14,1439.18,APPROVED
TRX-007333,2026-08-21,1713.49,APPROVED
TRX-004120,2026-09-06,813.95,APPROVED
TRX-021218,2026-08-11,483.63,APPROVED
TRX-041516,2026-08-12,1191.84,APPROVED
TRX-012989,2026-08-12,1095.74,APPROVED
TRX-005865,2026-08-27,1325.29,APPROVED
TRX-000011,2026-08-17,1613.58,APPROVED
TRX-043188,2026-08-09,1165.90,DECLINED
TRX-033357,2026-08-13,298.38,APPROVED
TRX-041878,2026-08-29,1016.50,APPROVED
TRX-022193,2026-08-17,1107.22,APPROVED
TRX-037619,2026-08-18,950.37,APPROVED
TRX-008975,2026-08-12,928.33,APPROVED
TRX-044159,2026-09-04,724.00,CHARGEBACK
TRX-013884,2026-08-11,963.54,APPROVED
TRX-018433,2026-08-21,651.81,APPROVED
TRX-038584,2026-08-18,1621.87,APPROVED
TRX-014073,2026-08-19,1677.85,APPROVED
TRX-020527,2026-08-18,603.44,APPROVED
TRX-037488,2026-09-02,166.71,APPROVED
TRX-008020,2026-08-20,1194.29,APPROVED
TRX-041063,2026-08-18,851.21,APPROVED
TRX-032291,2026-09-03,778.92,APPROVED
TRX-011332,2026-09-04,1406.76,APPROVED
TRX-044401,2026-09-04,734.43,REFUNDED
TRX-002640,2026-08-25,978.54,APPROVED
TRX-012909,2026-08-23,820.96,APPROVED
TRX-041639,2026-08-11,670.22,APPROVED
TRX-023443,2026-08-21,1673.53,APPROVED
TRX-006698,2026-08-31,729.83,APPROVED
TRX-012952,2026-08-26,1261.94,APPROVED
TRX-034178,2026-08-31,111.09,APPROVED
TRX-009843,2026-09-05,413.25,APPROVED
TRX-002700,2026-08-09,1360.20,APPROVED
TRX-042775,2026-08-09,221.27,APPROVED
TRX-042087,2026-08-11,206.08,APPROVED
TRX-039516,2026-08-31,763.64,APPROVED
TRX-017506,2026-08-31,144.69,APPROVED
TRX-035826,2026-08-25,187.29,APPROVED
TRX-016192,2026-09-02,469.55,APPROVED
TRX-014804,2026-08-16,343.81,APPROVED
TRX-013132,2026-09-03,694.14,APPROVED
TRX-013378,2026-08-18,1619.26,APPROVED
TRX-020415,2026-08-31,1230.99,APPROVED
TRX-013193,2026-08-13,558.79,APPROVED
TRX-045173,2026-08-15,485.38,CANCELLED
TRX-004980,2026-09-05,758.48,APPROVED
TRX-037970,2026-08-08,1242.57,APPROVED
TRX-002090,2026-08-18,1354.87,APPROVED
TRX-007860,2026-09-01,1539.45,APPROVED
TRX-030610,2026-08-19,1651.24,APPROVED
TRX-026105,2026-08-28,1107.67,APPROVED
TRX-010885,2026-09-05,642.37,APPROVED
TRX-015797,2026-08-09,1336.67,APPROVED
TRX-032408,2026-08-10,212.71,APPROVED
TRX-026278,2026-08-08,1511.09,APPROVED
TRX-041311,2026-08-14,1397.23,APPROVED
TRX-041656,2026-08-24,148.16,APPROVED
TRX-015572,2026-08-18,300.33,APPROVED
TRX-043215,2026-08-31,1155.72,CHARGEBACK
TRX-006119,2026-08-09,1720.12,APPROVED
TRX-004369,2026-08-15,1617.39,APPROVED
TRX-007916,2026-09-04,44.01,APPROVED
TRX-027204,2026-08-27,1823.94,APPROVED
TRX-012679,2026-08-17,790.36,APPROVED
TRX-015639,2026-08-28,395.54,APPROVED
TRX-024568,2026-08-28,784.66,APPROVED
TRX-045061,2026-08-10,581.46,CANCELLED
TRX-007058,2026-08-14,1559.54,APPROVED
TRX-040226,2026-08-13,259.39,APPROVED
TRX-016001,2026-08-21,378.71,APPROVED
TRX-017006,2026-08-08,673.65,APPROVED
TRX-000635,2026-08-25,503.01,APPROVED
TRX-039129,2026-09-01,770.40,APPROVED
TRX-023481,2026-09-05,1233.73,APPROVED
TRX-018746,2026-08-22,399.97,APPROVED
TRX-013638,2026-08-17,1189.13,APPROVED
TRX-003305,2026-08-11,552.86,APPROVED
TRX-045741,2026-08-08,673.61,CANCELLED
TRX-018085,2026-09-03,269.07,APPROVED
TRX-042988,2026-09-04,1139.39,APPROVED
TRX-042496,2026-08-12,279.96,APPROVED
TRX-042327,2026-08-10,1549.02,APPROVED
TRX-007306,2026-08-20,1499.46,APPROVED
TRX-018781,2026-08-08,707.27,APPROVED
TRX-043263,2026-08-31,1463.60,REFUNDED
TRX-017732,2026-08-20,1509.95,APPROVED
TRX-024425,2026-09-06,434.54,APPROVED
TRX-002732,2026-09-05,671.98,APPROVED
TRX-022604,2026-08-31,785.52,APPROVED
TRX-037177,2026-08-13,1303.84,APPROVED
TRX-039360,2026-08-24,551.18,APPROVED
TRX-045216,2026-08-18,883.46,CANCELLED
TRX-029025,2026-08-17,1950.93,APPROVED
TRX-006690,2026-08-26,207.10,APPROVED
TRX-006862,2026-09-06,405.42,APPROVED
TRX-005913,2026-08-19,437.52,APPROVED
TRX-009006,2026-08-23,1328.70,APPROVED
TRX-022535,2026-08-26,647.25,APPROVED
TRX-025849,2026-08-14,1952.55,APPROVED
TRX-030549,2026-08-28,1119.97,APPROVED
TRX-013645,2026-09-04,1681.46,APPROVED
TRX-005449,2026-09-04,1590.65,APPROVED
TRX-016057,2026-08-11,1421.65,APPROVED
TRX-041999,2026-08-22,592.98,APPROVED
TRX-034833,2026-08-28,1282.52,APPROVED
TRX-034878,2026-08-31,1687.19,APPROVED
TRX-040811,2026-08-15,1144.39,APPROVED
TRX-010825,2026-08-28,746.45,APPROVED
TRX-016796,2026-08-21,860.08,APPROVED
TRX-036920,2026-08-16,205.93,APPROVED
TRX-013062,2026-08-10,1687.16,APPROVED
TRX-002344,2026-09-06,1191.82,APPROVED
TRX-000448,2026-08-26,406.44,APPROVED
TRX-015618,2026-08-25,956.83,APPROVED
TRX-043726,2026-08-28,677.19,CHARGEBACK
TRX-002392,2026-08-28,1820.37,APPROVED
TRX-030814,2026-09-01,11.99,APPROVED
TRX-034542,2026-08-20,1199.59,APPROVED
TRX-002224,2026-09-02,655.78,APPROVED
TRX-022599,2026-08-26,423.63,APPROVED
